,政黨,得票數,得票率,縣市,區
2409,台灣民眾黨,11133,9.7322,臺南市,東區
2410,台灣維新,121,0.1058,臺南市,東區
2411,台澎黨,72,0.0629,臺南市,東區
2412,國會政黨聯盟,203,0.1775,臺南市,東區
2413,台灣團結聯盟,251,0.2194,臺南市,東區
2416,合一行動聯盟,53,0.0656,臺南市,南區
2417,中華統一促進黨,96,0.1188,臺南市,南區
2418,親民黨,2404,2.9752,臺南市,南區
2419,安定力量,935,1.1572,臺南市,南區
2420,台灣基進,3814,4.7202,臺南市,南區
2421,時代力量,5803,7.1818,臺南市,南區
2422,新黨,476,0.5891,臺南市,南區
2423,喜樂島聯盟,196,0.2426,臺南市,南區
2424,中國國民黨,20767,25.7014,臺南市,南區
2425,一邊一國行動黨,1536,1.9010,臺南市,南區
2426,勞動黨,82,0.1015,臺南市,南區
2427,綠黨,1948,2.4109,臺南市,南區
2428,宗教聯盟,132,0.1634,臺南市,南區
2429,民主進步黨,35166,43.5217,臺南市,南區
2430,台灣民眾黨,6895,8.5333,臺南市,南區
2431,台灣維新,78,0.0965,臺南市,南區
2432,台澎黨,137,0.1696,臺南市,南區
2433,國會政黨聯盟,93,0.1151,臺南市,南區
2434,台灣團結聯盟,190,0.2351,臺南市,南區
2437,合一行動聯盟,50,0.0613,臺南市,北區
2438,中華統一促進黨,181,0.2220,臺南市,北區
2439,親民黨,2674,3.2791,臺南市,北區
2440,安定力量,945,1.1589,臺南市,北區
2441,台灣基進,4044,4.9592,臺南市,北區
2442,時代力量,6738,8.2628,臺南市,北區
2443,新黨,560,0.6867,臺南市,北區
2444,喜樂島聯盟,194,0.2379,臺南市,北區
2445,中國國民黨,23252,28.5140,臺南市,北區
2446,一邊一國行動黨,1181,1.4483,臺南市,北區
2447,勞動黨,70,0.0858,臺南市,北區
2448,綠黨,2440,2.9922,臺南市,北區
2449,宗教聯盟,164,0.2011,臺南市,北區
2450,民主進步黨,30692,37.6377,臺南市,北區
2451,台灣民眾黨,7884,9.6682,臺南市,北區
2452,台灣維新,91,0.1116,臺南市,北區
2453,台澎黨,46,0.0564,臺南市,北區
2454,國會政黨聯盟,155,0.1901,臺南市,北區
2455,台灣團結聯盟,185,0.2269,臺南市,北區
2458,合一行動聯盟,84,0.0720,臺南市,安南區
2459,中華統一促進黨,222,0.1903,臺南市,安南區
2460,親民黨,3703,3.1742,臺南市,安南區
2461,安定力量,1008,0.8640,臺南市,安南區
2462,台灣基進,6044,5.1808,臺南市,安南區
2463,時代力量,9302,7.9735,臺南市,安南區
2464,新黨,423,0.3626,臺南市,安南區
2465,喜樂島聯盟,210,0.1800,臺南市,安南區
2466,中國國民黨,25365,21.7425,臺南市,安南區
2467,一邊一國行動黨,2382,2.0418,臺南市,安南區
2468,勞動黨,117,0.1003,臺南市,安南區
2469,綠黨,2677,2.2947,臺南市,安南區
2470,宗教聯盟,234,0.2006,臺南市,安南區
2471,民主進步黨,52288,44.8205,臺南市,安南區
2472,台灣民眾黨,11812,10.1251,臺南市,安南區
2473,台灣維新,129,0.1106,臺南市,安南區
2474,台澎黨,89,0.0763,臺南市,安南區
2475,國會政黨聯盟,208,0.1783,臺南市,安南區
2476,台灣團結聯盟,364,0.3120,臺南市,安南區
2479,合一行動聯盟,25,0.0619,臺南市,安平區
2480,中華統一促進黨,37,0.0915,臺南市,安平區
2481,親民黨,1411,3.4908,臺南市,安平區
2482,安定力量,675,1.6700,臺南市,安平區
2483,台灣基進,2146,5.3093,臺南市,安平區
2484,時代力量,3184,7.8773,臺南市,安平區
2485,新黨,272,0.6729,臺南市,安平區
2486,喜樂島聯盟,94,0.2326,臺南市,安平區
2487,中國國民黨,11008,27.2340,臺南市,安平區
2488,一邊一國行動黨,465,1.1504,臺南市,安平區
2489,勞動黨,42,0.1039,臺南市,安平區
2490,綠黨,1241,3.0703,臺南市,安平區
2491,宗教聯盟,77,0.1905,臺南市,安平區
2492,民主進步黨,15393,38.0826,臺南市,安平區
2493,台灣民眾黨,4172,10.3216,臺南市,安平區
2494,台灣維新,33,0.0816,臺南市,安平區
2495,台澎黨,14,0.0346,臺南市,安平區
2496,國會政黨聯盟,69,0.1707,臺南市,安平區
2497,台灣團結聯盟,62,0.1534,臺南市,安平區
2500,合一行動聯盟,31,0.0648,臺南市,中西區
2501,中華統一促進黨,48,0.1003,臺南市,中西區
2502,親民黨,1500,3.1352,臺南市,中西區
2503,安定力量,636,1.3293,臺南市,中西區
2504,台灣基進,2471,5.1647,臺南市,中西區
2505,時代力量,3616,7.5579,臺南市,中西區
2506,新黨,290,0.6061,臺南市,中西區
2507,喜樂島聯盟,126,0.2634,臺南市,中西區
2508,中國國民黨,12654,26.4485,臺南市,中西區
2509,一邊一國行動黨,732,1.5300,臺南市,中西區
2510,勞動黨,28,0.0585,臺南市,中西區
2511,綠黨,1530,3.1979,臺南市,中西區
2512,宗教聯盟,83,0.1735,臺南市,中西區
2513,民主進步黨,19356,40.4565,臺南市,中西區
2514,台灣民眾黨,4457,9.3157,臺南市,中西區
2515,台灣維新,43,0.0899,臺南市,中西區
2516,台澎黨,29,0.0606,臺南市,中西區
2517,國會政黨聯盟,79,0.1651,臺南市,中西區
2518,台灣團結聯盟,135,0.2822,臺南市,中西區
2521,合一行動聯盟,10,0.0623,高雄市,鹽埕區
2522,中華統一促進黨,23,0.1434,高雄市,鹽埕區
2523,親民黨,430,2.6805,高雄市,鹽埕區
2524,安定力量,37,0.2306,高雄市,鹽埕區
2525,台灣基進,1176,7.3308,高雄市,鹽埕區
2526,時代力量,1023,6.3770,高雄市,鹽埕區
2527,新黨,152,0.9475,高雄市,鹽埕區
2528,喜樂島聯盟,35,0.2182,高雄市,鹽埕區
2529,中國國民黨,4591,28.6186,高雄市,鹽埕區
2530,一邊一國行動黨,359,2.2379,高雄市,鹽埕區
2531,勞動黨,14,0.0873,高雄市,鹽埕區
2532,綠黨,353,2.2005,高雄市,鹽埕區
2533,宗教聯盟,31,0.1932,高雄市,鹽埕區
2534,民主進步黨,6621,41.2729,高雄市,鹽埕區
2535,台灣民眾黨,1090,6.7947,高雄市,鹽埕區
2536,台灣維新,11,0.0686,高雄市,鹽埕區
2537,台澎黨,10,0.0623,高雄市,鹽埕區
2538,國會政黨聯盟,22,0.1371,高雄市,鹽埕區
2539,台灣團結聯盟,54,0.3366,高雄市,鹽埕區
2542,合一行動聯盟,44,0.0508,高雄市,鼓山區
2543,中華統一促進黨,113,0.1305,高雄市,鼓山區
2544,親民黨,2540,2.9325,高雄市,鼓山區
2545,安定力量,636,0.7343,高雄市,鼓山區
2546,台灣基進,5822,6.7216,高雄市,鼓山區
2547,時代力量,6019,6.9491,高雄市,鼓山區
2548,新黨,1023,1.1811,高雄市,鼓山區
2549,喜樂島聯盟,194,0.2240,高雄市,鼓山區
2550,中國國民黨,28170,32.5229,高雄市,鼓山區
2551,一邊一國行動黨,1433,1.6544,高雄市,鼓山區
2552,勞動黨,88,0.1016,高雄市,鼓山區
2553,綠黨,2284,2.6369,高雄市,鼓山區
2554,宗教聯盟,195,0.2251,高雄市,鼓山區
2555,民主進步黨,30376,35.0697,高雄市,鼓山區
2556,台灣民眾黨,7168,8.2756,高雄市,鼓山區
2557,台灣維新,49,0.0566,高雄市,鼓山區
2558,台澎黨,62,0.0716,高雄市,鼓山區
2559,國會政黨聯盟,122,0.1409,高雄市,鼓山區
2560,台灣團結聯盟,278,0.3210,高雄市,鼓山區
2563,合一行動聯盟,52,0.0429,高雄市,左營區
2564,中華統一促進黨,168,0.1387,高雄市,左營區
2565,親民黨,3576,2.9528,高雄市,左營區
2566,安定力量,1042,0.8604,高雄市,左營區
2567,台灣基進,7427,6.1326,高雄市,左營區
2568,時代力量,8888,7.3390,高雄市,左營區
2569,新黨,1660,1.3707,高雄市,左營區
2570,喜樂島聯盟,273,0.2254,高雄市,左營區
2571,中國國民黨,43290,35.7453,高雄市,左營區
2572,一邊一國行動黨,1470,1.2138,高雄市,左營區
2573,勞動黨,90,0.0743,高雄市,左營區
2574,綠黨,3129,2.5837,高雄市,左營區
2575,宗教聯盟,255,0.2106,高雄市,左營區
2576,民主進步黨,38144,31.4961,高雄市,左營區
2577,台灣民眾黨,11137,9.1960,高雄市,左營區
2578,台灣維新,44,0.0363,高雄市,左營區
2579,台澎黨,54,0.0446,高雄市,左營區
2580,國會政黨聯盟,159,0.1313,高雄市,左營區
2581,台灣團結聯盟,249,0.2056,高雄市,左營區
2584,合一行動聯盟,57,0.0492,高雄市,楠梓區
2585,中華統一促進黨,121,0.1044,高雄市,楠梓區
2586,親民黨,3132,2.7020,高雄市,楠梓區
2587,安定力量,688,0.5935,高雄市,楠梓區
2588,台灣基進,6694,5.7750,高雄市,楠梓區
2589,時代力量,8713,7.5168,高雄市,楠梓區
2590,新黨,997,0.8601,高雄市,楠梓區
2591,喜樂島聯盟,327,0.2821,高雄市,楠梓區
2592,中國國民黨,36348,31.3580,高雄市,楠梓區
2593,一邊一國行動黨,1638,1.4131,高雄市,楠梓區
2594,勞動黨,104,0.0897,高雄市,楠梓區
2595,綠黨,2526,2.1792,高雄市,楠梓區
2596,宗教聯盟,227,0.1958,高雄市,楠梓區
2597,民主進步黨,42645,36.7905,高雄市,楠梓區
2598,台灣民眾黨,11038,9.5227,高雄市,楠梓區
2599,台灣維新,73,0.0630,高雄市,楠梓區
2600,台澎黨,101,0.0871,高雄市,楠梓區
2601,國會政黨聯盟,193,0.1665,高雄市,楠梓區
2602,台灣團結聯盟,291,0.2511,高雄市,楠梓區
2605,合一行動聯盟,129,0.0592,高雄市,三民區
2606,中華統一促進黨,280,0.1285,高雄市,三民區
2607,親民黨,6201,2.8450,高雄市,三民區
2608,安定力量,1245,0.5712,高雄市,三民區
2609,台灣基進,15767,7.2339,高雄市,三民區
2610,時代力量,16607,7.6193,高雄市,三民區
2611,新黨,1651,0.7575,高雄市,三民區
2612,喜樂島聯盟,413,0.1895,高雄市,三民區
2613,中國國民黨,63017,28.9123,高雄市,三民區
2614,一邊一國行動黨,3714,1.7040,高雄市,三民區
2615,勞動黨,152,0.0697,高雄市,三民區
2616,綠黨,5425,2.4890,高雄市,三民區
2617,宗教聯盟,487,0.2234,高雄市,三民區
2618,民主進步黨,82361,37.7874,高雄市,三民區
2619,台灣民眾黨,19376,8.8897,高雄市,三民區
2620,台灣維新,120,0.0551,高雄市,三民區
2621,台澎黨,118,0.0541,高雄市,三民區
2622,國會政黨聯盟,291,0.1335,高雄市,三民區
2623,台灣團結聯盟,605,0.2776,高雄市,三民區
2626,合一行動聯盟,18,0.0546,高雄市,新興區
2627,中華統一促進黨,29,0.0879,高雄市,新興區
2628,親民黨,935,2.8337,高雄市,新興區
2629,安定力量,151,0.4576,高雄市,新興區
2630,台灣基進,2108,6.3887,高雄市,新興區
2631,時代力量,2276,6.8978,高雄市,新興區
2632,新黨,357,1.0819,高雄市,新興區
2633,喜樂島聯盟,85,0.2576,高雄市,新興區
2634,中國國民黨,10311,31.2492,高雄市,新興區
2635,一邊一國行動黨,576,1.7457,高雄市,新興區
2636,勞動黨,29,0.0879,高雄市,新興區
2637,綠黨,874,2.6488,高雄市,新興區
2638,宗教聯盟,71,0.2152,高雄市,新興區
2639,民主進步黨,12228,37.0590,高雄市,新興區
2640,台灣民眾黨,2655,8.0464,高雄市,新興區
2641,台灣維新,31,0.0940,高雄市,新興區
2642,台澎黨,17,0.0515,高雄市,新興區
2643,國會政黨聯盟,128,0.3879,高雄市,新興區
2644,台灣團結聯盟,117,0.3546,高雄市,新興區
2647,合一行動聯盟,9,0.0501,高雄市,前金區
2648,中華統一促進黨,13,0.0723,高雄市,前金區
2649,親民黨,556,3.0922,高雄市,前金區
2650,安定力量,98,0.5450,高雄市,前金區
2651,台灣基進,1147,6.3790,高雄市,前金區
2652,時代力量,1216,6.7627,高雄市,前金區
2653,新黨,221,1.2291,高雄市,前金區
2654,喜樂島聯盟,52,0.2892,高雄市,前金區
2655,中國國民黨,5752,31.9893,高雄市,前金區
2656,一邊一國行動黨,325,1.8075,高雄市,前金區
2657,勞動黨,20,0.1112,高雄市,前金區
2658,綠黨,440,2.4470,高雄市,前金區
2659,宗教聯盟,35,0.1946,高雄市,前金區
2660,民主進步黨,6585,36.6220,高雄市,前金區
2661,台灣民眾黨,1399,7.7804,高雄市,前金區
2662,台灣維新,14,0.0779,高雄市,前金區
2663,台澎黨,10,0.0556,高雄市,前金區
2664,國會政黨聯盟,14,0.0779,高雄市,前金區
2665,台灣團結聯盟,75,0.4171,高雄市,前金區
2668,合一行動聯盟,66,0.0602,高雄市,苓雅區
2669,中華統一促進黨,102,0.0931,高雄市,苓雅區
2670,親民黨,3123,2.8491,高雄市,苓雅區
2671,安定力量,544,0.4963,高雄市,苓雅區
2672,台灣基進,6798,6.2018,高雄市,苓雅區
2673,時代力量,7799,7.1150,高雄市,苓雅區
2674,新黨,1110,1.0127,高雄市,苓雅區
2675,喜樂島聯盟,249,0.2272,高雄市,苓雅區
2676,中國國民黨,35020,31.9488,高雄市,苓雅區
2677,一邊一國行動黨,1773,1.6175,高雄市,苓雅區
2678,勞動黨,119,0.1086,高雄市,苓雅區
2679,綠黨,2758,2.5161,高雄市,苓雅區
2680,宗教聯盟,180,0.1642,高雄市,苓雅區
2681,民主進步黨,40172,36.6489,高雄市,苓雅區
2682,台灣民眾黨,9148,8.3457,高雄市,苓雅區
2683,台灣維新,93,0.0848,高雄市,苓雅區
2684,台澎黨,73,0.0666,高雄市,苓雅區
2685,國會政黨聯盟,114,0.1040,高雄市,苓雅區
2686,台灣團結聯盟,372,0.3394,高雄市,苓雅區
2689,合一行動聯盟,91,0.0751,高雄市,前鎮區
2690,中華統一促進黨,216,0.1783,高雄市,前鎮區
2691,親民黨,3375,2.7855,高雄市,前鎮區
2692,安定力量,585,0.4828,高雄市,前鎮區
2693,台灣基進,7806,6.4425,高雄市,前鎮區
2694,時代力量,8565,7.0689,高雄市,前鎮區
2695,新黨,1075,0.8872,高雄市,前鎮區
2696,喜樂島聯盟,228,0.1882,高雄市,前鎮區
2697,中國國民黨,35364,29.1866,高雄市,前鎮區
2698,一邊一國行動黨,2518,2.0782,高雄市,前鎮區
2699,勞動黨,185,0.1527,高雄市,前鎮區
2700,綠黨,2624,2.1656,高雄市,前鎮區
2701,宗教聯盟,281,0.2319,高雄市,前鎮區
2702,民主進步黨,47382,39.1054,高雄市,前鎮區
2703,台灣民眾黨,10088,8.3258,高雄市,前鎮區
2704,台灣維新,71,0.0586,高雄市,前鎮區
2705,台澎黨,79,0.0652,高雄市,前鎮區
2706,國會政黨聯盟,151,0.1246,高雄市,前鎮區
2707,台灣團結聯盟,481,0.3970,高雄市,前鎮區
2710,合一行動聯盟,24,0.1358,高雄市,旗津區
2711,中華統一促進黨,44,0.2489,高雄市,旗津區
2712,親民黨,424,2.3986,高雄市,旗津區
2713,安定力量,82,0.4639,高雄市,旗津區
2714,台灣基進,1087,6.1492,高雄市,旗津區
2715,時代力量,1029,5.8211,高雄市,旗津區
2716,新黨,80,0.4526,高雄市,旗津區
2717,喜樂島聯盟,20,0.1131,高雄市,旗津區
2718,中國國民黨,4255,24.0708,高雄市,旗津區
2719,一邊一國行動黨,514,2.9077,高雄市,旗津區
2720,勞動黨,29,0.1641,高雄市,旗津區
2721,綠黨,270,1.5274,高雄市,旗津區
2722,宗教聯盟,36,0.2037,高雄市,旗津區
2723,民主進步黨,8358,47.2818,高雄市,旗津區
2724,台灣民眾黨,1284,7.2637,高雄市,旗津區
2725,台灣維新,18,0.1018,高雄市,旗津區
2726,台澎黨,25,0.1414,高雄市,旗津區
2727,國會政黨聯盟,26,0.1471,高雄市,旗津區
2728,台灣團結聯盟,72,0.4073,高雄市,旗津區
2731,合一行動聯盟,72,0.0734,高雄市,小港區
2732,中華統一促進黨,189,0.1928,高雄市,小港區
2733,親民黨,2590,2.6416,高雄市,小港區
2734,安定力量,414,0.4223,高雄市,小港區
2735,台灣基進,6319,6.4449,高雄市,小港區
2736,時代力量,7478,7.6270,高雄市,小港區
2737,新黨,592,0.6038,高雄市,小港區
2738,喜樂島聯盟,200,0.2040,高雄市,小港區
2739,中國國民黨,27028,27.5667,高雄市,小港區
2740,一邊一國行動黨,1820,1.8563,高雄市,小港區
2741,勞動黨,130,0.1326,高雄市,小港區
2742,綠黨,2039,2.0796,高雄市,小港區
2743,宗教聯盟,205,0.2091,高雄市,小港區
2744,民主進步黨,39600,40.3892,高雄市,小港區
2745,台灣民眾黨,8567,8.7377,高雄市,小港區
2746,台灣維新,135,0.1377,高雄市,小港區
2747,台澎黨,89,0.0908,高雄市,小港區
2748,國會政黨聯盟,114,0.1163,高雄市,小港區
2749,台灣團結聯盟,465,0.4743,高雄市,小港區
2752,合一行動聯盟,224,0.0987,高雄市,鳳山區
2753,中華統一促進黨,303,0.1336,高雄市,鳳山區
2754,親民黨,6557,2.8902,高雄市,鳳山區
2755,安定力量,1194,0.5263,高雄市,鳳山區
2756,台灣基進,12946,5.7063,高雄市,鳳山區
2757,時代力量,17594,7.7550,高雄市,鳳山區
2758,新黨,1754,0.7731,高雄市,鳳山區
2759,喜樂島聯盟,340,0.1499,高雄市,鳳山區
2760,中國國民黨,71332,31.4414,高雄市,鳳山區
2761,一邊一國行動黨,3750,1.6529,高雄市,鳳山區
2762,勞動黨,207,0.0912,高雄市,鳳山區
2763,綠黨,4684,2.0646,高雄市,鳳山區
2764,宗教聯盟,512,0.2257,高雄市,鳳山區
2765,民主進步黨,83659,36.8748,高雄市,鳳山區
2766,台灣民眾黨,20469,9.0222,高雄市,鳳山區
2767,台灣維新,134,0.0591,高雄市,鳳山區
2768,台澎黨,135,0.0595,高雄市,鳳山區
2769,國會政黨聯盟,396,0.1745,高雄市,鳳山區
2770,台灣團結聯盟,683,0.3010,高雄市,鳳山區
2773,合一行動聯盟,93,0.2189,高雄市,林園區
2774,中華統一促進黨,120,0.2825,高雄市,林園區
2775,親民黨,1100,2.5893,高雄市,林園區
2776,安定力量,187,0.4402,高雄市,林園區
2777,台灣基進,2286,5.3811,高雄市,林園區
2778,時代力量,3133,7.3749,高雄市,林園區
2779,新黨,203,0.4778,高雄市,林園區
2780,喜樂島聯盟,71,0.1671,高雄市,林園區
2781,中國國民黨,10603,24.9588,高雄市,林園區
2782,一邊一國行動黨,949,2.2339,高雄市,林園區
2783,勞動黨,73,0.1718,高雄市,林園區
2784,綠黨,683,1.6077,高雄市,林園區
2785,宗教聯盟,191,0.4496,高雄市,林園區
2786,民主進步黨,19167,45.1179,高雄市,林園區
2787,台灣民眾黨,3178,7.4808,高雄市,林園區
2788,台灣維新,66,0.1554,高雄市,林園區
2789,台澎黨,71,0.1671,高雄市,林園區
2790,國會政黨聯盟,51,0.1201,高雄市,林園區
2791,台灣團結聯盟,257,0.6050,高雄市,林園區
2794,合一行動聯盟,118,0.1663,高雄市,大寮區
2795,中華統一促進黨,176,0.2480,高雄市,大寮區
2796,親民黨,1854,2.6129,高雄市,大寮區
2797,安定力量,336,0.4735,高雄市,大寮區
2798,台灣基進,3614,5.0932,高雄市,大寮區
2799,時代力量,5063,7.1353,高雄市,大寮區
2800,新黨,420,0.5919,高雄市,大寮區
2801,喜樂島聯盟,146,0.2058,高雄市,大寮區
2802,中國國民黨,20189,28.4524,高雄市,大寮區
2803,一邊一國行動黨,1293,1.8222,高雄市,大寮區
2804,勞動黨,88,0.1240,高雄市,大寮區
2805,綠黨,1150,1.6207,高雄市,大寮區
2806,宗教聯盟,186,0.2621,高雄市,大寮區
2807,民主進步黨,30052,42.3524,高雄市,大寮區
2808,台灣民眾黨,5680,8.0048,高雄市,大寮區
2809,台灣維新,65,0.0916,高雄市,大寮區
2810,台澎黨,101,0.1423,高雄市,大寮區
2811,國會政黨聯盟,84,0.1184,高雄市,大寮區
2812,台灣團結聯盟,342,0.4820,高雄市,大寮區
2815,合一行動聯盟,35,0.1289,高雄市,大樹區
2816,中華統一促進黨,95,0.3499,高雄市,大樹區
2817,親民黨,684,2.5195,高雄市,大樹區
2818,安定力量,119,0.4383,高雄市,大樹區
2819,台灣基進,1329,4.8954,高雄市,大樹區
2820,時代力量,1711,6.3025,高雄市,大樹區
2821,新黨,137,0.5046,高雄市,大樹區
2822,喜樂島聯盟,58,0.2136,高雄市,大樹區
2823,中國國民黨,7266,26.7644,高雄市,大樹區
2824,一邊一國行動黨,572,2.1070,高雄市,大樹區
2825,勞動黨,37,0.1363,高雄市,大樹區
2826,綠黨,414,1.5250,高雄市,大樹區
